0,82,76,0,19
0,49,24,0,0
0,47,44,27,0
0,1,0,0,0
1,12,0,0,33
0,52,19,0,0
4,6,15,0,0
0,45,0,0,37
15,1,0,0,0
0,11,19,0,0
0,3,0,0,0
0,1,0,0,0
0,36,0,0,0
5,1,0,0,0
0,75,22,0,38
3,0,0,0,0
0,54,2,0,0
1,2,0,0,0
0,34,36,0,31
0,72,42,0,0
5,11,0,0,0
0,45,0,0,22
0,23,1,0,0
0,84,6,0,45
2,4,0,0,0
0,43,47,0,0
2,14,0,0,43
4,44,0,0,0
0,2,0,0,0
4,0,0,0,0
0,13,0,0,0
0,31,0,0,13
0,1,0,0,0
4,12,0,0,0
0,22,0,0,0
4,5,0,0,0
4,1,0,0,0
0,22,0,0,0
3,0,0,0,0
0,1,0,0,0
0,6,0,0,0
0,17,0,0,0
1,0,0,0,0
0,13,0,0,0
0,28,0,0,0
1,0,0,0,0
0,58,0,0,8
0,22,0,0,4
0,32,0,0,0
0,18,14,86,0
2,0,0,0,0
0,63,4,0,46
0,25,0,0,0
0,7,0,0,0
3,0,0,0,0
0,30,30,0,0
0,1,0,0,0
0,40,0,0,0
15,5,0,0,0
1,1,0,0,0
0,82,42,0,37
0,14,0,0,0
0,1,0,0,0
0,8,0,0,0
0,1,0,0,0
10,1,0,0,0
3,0,0,0,0
3,0,0,0,0
0,2,0,0,0
0,9,0,0,0
5,0,0,0,0
0,12,0,0,0
1,9,0,0,0
2,0,0,0,0
0,21,16,0,0
0,61,8,0,16
4,0,0,0,0
0,14,9,0,44
0,17,0,0,0
0,28,0,0,0
1,42,0,0,49
0,2,0,0,0
0,62,66,0,0
11,2,0,0,0
0,4,0,0,30
0,1,0,0,0
3,0,0,0,0
2,0,0,0,0
5,1,0,0,0
0,1,0,0,0
1,37,0,0,0
0,14,0,0,0
0,47,0,0,80
0,35,0,0,0
0,41,0,0,0
0,31,0,0,0
0,31,0,0,0
2,6,0,0,0
0,26,41,88,0
2,0,0,0,0
19,17,0,0,0
5,2,0,0,0
9,1,0,0,0
4,31,0,0,22
1,0,0,0,0
0,13,0,0,0
3,1,0,0,0
0,48,40,35,0
3,2,0,0,0
0,21,0,0,0
0,50,60,14,0
0,8,0,0,0
0,1,0,0,0
0,73,39,0,39
0,1,0,0,0
0,26,0,0,0
0,23,11,0,0
3,0,0,0,0
1,15,36,0,23
4,0,0,0,0
1,38,44,0,0
0,34,0,0,42
6,39,0,0,0
9,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,40,0,0,0
0,21,0,0,0
0,4,0,0,0
0,13,0,0,0
4,0,0,0,0
0,58,0,0,0
1,13,0,0,0
4,0,0,0,0
1,1,0,0,0
0,19,38,0,0
2,5,0,0,0
5,0,0,0,0
2,0,0,0,0
4,11,0,0,0
0,18,0,0,1
0,1,0,0,0
1,25,10,0,0
0,12,0,0,0
1,0,0,0,0
5,1,0,0,0
0,1,0,0,0
0,21,0,0,0
0,14,49,0,0
0,50,0,0,0
0,31,0,0,0
0,23,0,0,26
1,51,0,0,29
0,54,0,0,0
0,34,0,0,0
0,10,0,0,0
2,0,0,0,0
1,10,39,0,0
0,0,0,0,0
0,1,0,0,0
0,9,21,0,0
2,2,0,0,0
1,0,0,0,0
0,31,27,0,0
0,59,0,0,0
0,58,0,38,0
1,1,0,0,0
0,10,39,0,0
0,8,0,0,0
0,10,0,0,0
3,0,0,0,0
3,0,0,0,0
0,16,3,0,11
0,3,0,0,0
0,53,27,0,0
12,24,0,0,0
0,2,0,0,0
0,10,29,0,0
0,42,0,0,6
7,1,0,0,0
0,59,47,0,0
0,3,0,0,0
7,33,0,0,41
9,25,0,40,0
0,8,0,0,0
0,43,0,0,0
6,14,0,0,27
0,3,0,0,0
7,3,0,0,0
0,13,0,0,0
0,18,0,0,0
2,3,0,0,0
0,46,2,0,0
1,11,0,0,0
5,4,0,0,0
10,1,0,0,0
1,3,0,0,12
0,16,0,0,0
1,1,0,0,0
5,2,0,0,0
0,9,3,0,0
0,70,25,0,0
0,23,0,0,0
0,35,0,0,0
1,7,0,0,0
0,20,11,0,0
0,1,0,0,0
15,1,0,0,0
6,0,0,0,0
11,6,0,0,0
0,24,0,0,0
0,16,0,0,17
0,2,0,0,0
3,0,0,0,0
0,13,0,0,0
0,84,66,0,28
0,1,0,0,0
0,58,28,0,0
0,2,0,0,0
0,3,0,0,0
1,21,0,0,24
2,7,0,0,0
12,10,0,0,0
0,22,0,0,0
0,57,24,0,105
0,32,0,0,0
0,57,50,0,25
0,2,0,0,0
0,9,0,0,0
4,4,50,0,0
1,11,0,0,0
6,0,0,0,0
5,1,0,0,0
0,25,19,0,0
0,70,16,0,0
6,6,0,0,0
0,10,0,0,37
0,31,0,0,14
1,38,0,0,20
4,1,0,0,0
0,1,0,0,0
4,30,0,0,0
12,17,0,0,0
0,69,4,0,0
0,32,0,8,0
0,2,0,0,0
0,4,0,0,0
0,21,0,0,0
0,23,0,0,0
0,20,2,38,0
0,1,0,0,0
4,1,0,0,45
0,1,0,0,0
4,0,0,0,0
0,14,0,0,0
2,1,0,0,0
6,1,0,0,0
0,1,0,0,0
1,0,0,0,0
0,18,0,0,0
0,1,0,0,0
0,22,0,0,0
0,7,0,0,0
0,1,0,0,0
0,1,0,0,0
0,10,10,20,0
0,14,0,0,0
1,13,0,0,0
1,0,0,0,0
5,1,0,0,0
0,28,15,0,1
14,1,0,0,0
0,45,11,42,0
2,1,0,0,0
1,49,0,0,0
0,41,0,0,12
2,1,0,0,0
1,19,0,0,31
0,1,0,0,0
2,20,0,0,27
3,19,18,0,0
18,1,0,0,0
1,1,0,0,0
1,40,0,0,28
0,6,0,0,0
1,23,0,0,0
0,25,0,0,0
0,25,0,0,0
0,46,21,0,0
15,3,0,0,0
0,18,0,0,0
9,1,0,0,0
0,19,45,0,0
0,2,0,0,0
1,0,0,0,0
0,3,0,0,0
0,5,0,0,0
0,55,14,0,36
1,0,0,0,0
1,4,0,0,0
6,0,0,0,0
2,1,0,0,0
0,1,0,0,0
2,0,0,0,0
2,0,0,0,0
1,1,0,0,0
7,0,0,0,0
8,28,0,0,10
0,11,0,0,0
0,60,43,0,0
0,39,30,0,0
0,24,49,0,0
3,0,0,0,0
0,7,0,0,0
1,1,0,0,0
0,25,41,2,0
0,26,0,0,0
0,15,46,0,0
0,74,92,0,7
0,30,0,0,0
0,54,28,0,0
0,7,0,0,0
1,0,0,0,0
0,2,0,0,0
9,2,0,0,0
0,26,0,0,0
7,5,20,0,0
0,7,0,0,0
0,50,40,0,0
0,45,13,0,0
1,0,0,0,0
7,1,0,0,0
1,0,0,0,0
0,40,0,0,37
6,8,38,0,0
2,0,0,0,33
0,21,22,0,0
1,1,0,0,0
14,1,0,0,0
0,5,0,0,0
0,12,0,0,0
1,12,0,0,0
0,3,0,0,0
0,1,0,0,0
0,19,7,0,0
0,1,0,0,0
0,10,47,47,0
0,58,2,62,0
0,1,0,0,0
0,9,0,0,0
0,3,0,0,0
0,11,41,0,0
2,13,0,0,0
0,47,0,0,0
0,11,0,0,0
0,32,0,0,0
0,35,0,0,0
0,65,24,0,15
1,51,0,0,2
0,9,0,0,0
11,1,0,0,0
4,0,0,0,0
1,4,0,0,0
0,2,0,0,0
4,1,0,0,0
0,31,27,0,96
1,54,36,23,0
2,0,0,0,0
0,9,0,0,0
0,37,21,0,14
0,27,4,0,0
0,42,0,0,23
0,77,12,0,47
0,70,38,0,27
0,75,22,0,24
0,14,0,0,0
9,9,0,0,0
8,1,0,0,0
4,5,0,0,36
3,9,0,0,0
0,13,0,0,0
6,12,0,0,0
9,1,0,0,0
1,0,0,0,0
4,0,0,0,0
0,17,0,0,0
0,58,16,0,0
1,4,0,0,0
0,62,11,30,0
0,18,0,0,0
2,1,0,0,0
0,20,0,0,0
0,59,27,0,0
7,0,0,0,0
5,2,0,0,0
0,1,0,0,0
0,48,0,0,54
2,1,0,0,0
0,2,0,0,0
8,1,0,0,0
0,42,13,0,0
2,19,1,0,0
0,46,0,0,58
0,13,0,0,0
8,6,0,0,0
0,12,0,0,0
0,36,0,0,15
0,8,0,0,0
0,58,29,100,0
0,14,0,0,0
0,51,35,0,0
0,1,0,0,0
0,10,0,0,0
1,52,8,0,36
0,23,0,0,0
1,0,0,0,0
0,2,0,0,0
0,57,15,0,12
9,1,0,0,0
3,1,0,0,0
6,1,0,9,0
0,4,0,0,0
0,6,0,0,4
2,0,0,0,0
4,0,0,0,0
0,19,0,0,46
1,0,0,0,0
6,4,0,0,0
0,13,0,0,0
4,6,39,0,0
0,33,0,0,0
0,1,0,0,0
0,1,0,0,0
4,13,0,0,0
0,7,0,0,0
0,17,0,0,0
1,5,0,0,0
12,1,0,0,0
0,48,40,54,0
1,0,0,0,0
5,1,0,0,0
0,9,0,0,0
1,1,0,0,0
3,0,0,0,0
0,4,0,0,0
5,21,5,0,0
0,21,40,0,0
0,31,17,0,0
0,53,36,70,0
7,1,0,0,0
0,28,0,41,0
0,13,0,0,0
0,2,0,0,0
0,21,37,0,0
2,1,0,0,0
0,31,0,0,41
0,58,14,14,0
3,2,0,0,0
2,43,0,0,44
0,1,0,0,0
0,27,13,0,0
0,33,0,0,0
0,59,5,0,0
19,5,0,0,0
0,42,2,0,0
0,62,18,0,0
0,18,0,0,0
0,38,0,0,0
1,0,0,0,0
0,42,0,0,0
0,13,0,0,0
1,33,64,0,0
0,57,0,0,0
1,30,0,0,0
4,1,0,0,0
0,2,0,0,0
2,2,0,0,26
0,84,56,0,29
0,2,0,0,0
0,2,0,0,0
2,21,0,0,15
7,1,0,0,0
0,64,38,0,50
2,12,0,0,0
2,0,0,0,0
0,17,0,0,0
1,2,0,0,0
0,29,14,36,0
8,30,0,0,42
1,0,0,0,0
3,37,0,0,36
0,72,37,0,13
0,26,45,0,0
8,1,0,0,0
0,20,0,0,0
0,4,0,0,0
2,1,0,0,0
3,14,0,0,0
3,0,0,0,0
0,51,0,0,16
2,1,0,0,0
15,0,0,0,0
5,31,0,0,20
0,26,22,0,27
0,43,0,0,35
0,1,0,0,0
0,16,30,0,0
0,20,0,0,0
0,15,0,0,19
0,67,3,0,49
4,1,0,0,2
2,0,0,0,0
0,59,0,0,14
0,22,0,0,0
10,1,0,0,0
0,10,0,0,0
0,61,0,0,0
2,1,0,0,0
3,0,0,0,0
0,4,0,0,0
1,17,0,0,0
6,2,0,0,0
0,43,0,0,0
1,56,0,0,8
4,2,0,0,0
0,0,30,0,0
5,4,0,0,0
7,1,0,0,0
4,0,0,0,0
0,20,0,0,0
4,0,0,0,0
1,0,0,0,0
4,16,0,0,45
3,15,0,0,35
0,4,0,0,0
7,34,0,0,6
0,22,39,0,0
0,52,34,0,0
1,10,0,0,0
0,6,0,0,0
0,5,0,0,0
0,1,0,0,0
2,1,0,0,0
0,60,0,0,0
0,21,31,0,0
0,6,0,0,0
1,43,0,0,0
0,49,62,0,0
1,58,0,0,2
9,1,0,0,0
1,0,0,0,0
16,26,0,35,0
0,12,0,0,0
0,4,0,0,0
0,9,0,0,0
0,61,33,0,0
0,2,0,0,0
0,21,9,0,0
2,0,0,0,0
1,0,0,0,0
1,12,0,0,0
0,7,0,0,0
0,9,0,0,0
0,20,0,0,0
1,2,0,0,1
1,1,0,0,0
4,1,0,18,0
0,59,0,0,0
0,39,0,0,2
2,27,13,0,20
0,9,0,0,0
0,6,0,0,39
0,8,0,0,0
2,0,0,0,0
0,6,44,0,0
0,6,0,0,0
0,48,0,0,0
0,12,0,0,0
0,4,0,0,0
0,4,0,0,0
0,32,0,0,0
0,21,0,0,0
8,19,0,0,5
0,9,0,0,0
0,22,0,0,0
0,3,0,0,0
0,9,0,0,0
0,35,0,0,20
14,3,0,0,0
9,1,0,0,0
0,1,0,0,0
3,0,0,0,0
0,1,0,0,0
0,18,0,0,0
0,42,80,0,0
0,10,0,0,0
0,58,0,0,27
0,2,0,0,0
2,11,0,0,16
1,2,0,0,0
0,29,42,0,0
15,1,0,0,0
2,7,29,0,0
0,22,0,0,0
0,4,0,0,0
0,2,0,0,0
0,4,0,0,0
0,1,0,0,0
0,38,26,0,41
0,46,0,0,9
0,7,0,0,0
1,0,0,0,0
16,3,0,0,0
0,51,0,0,43
4,0,0,0,0
0,47,0,0,0
1,2,0,0,0
1,20,46,0,0
16,1,0,0,0
0,5,48,0,0
0,4,0,0,0
0,11,0,0,0
2,24,0,0,41
7,13,16,0,0
1,0,15,0,0
0,13,0,0,0
0,74,72,0,1
7,7,0,0,0
0,20,44,0,0
3,1,0,0,0
2,3,0,0,0
1,2,0,0,0
5,1,0,0,0
0,1,0,0,0
0,10,0,0,0
0,56,4,0,0
0,0,0,0,0
1,11,0,0,0
4,18,0,0,7
0,37,25,74,0
0,46,0,0,0
0,2,0,0,0
4,42,0,0,0
0,45,16,8,0
0,2,0,0,0
1,0,0,0,0
0,31,0,0,0
0,1,0,0,0
0,6,0,0,0
3,24,0,0,12
0,36,29,0,0
1,3,0,0,0
0,47,1,0,12
0,81,76,0,0
4,27,0,0,0
0,44,0,72,0
0,17,0,62,0
0,52,0,0,25
0,58,35,0,0
1,0,0,0,0
0,15,0,0,0
0,14,0,0,37
7,0,0,0,0
0,8,0,0,0
0,35,0,0,0
0,10,0,0,0
0,24,36,0,0
5,1,0,0,0
3,1,0,0,0
0,25,44,0,11
0,11,0,0,0
0,12,4,0,0
0,8,0,0,0
0,3,0,0,0
11,0,0,0,0
7,2,0,0,0
0,47,0,96,0
0,8,0,0,0
0,45,0,0,0
0,49,17,0,0
0,4,0,0,0
0,61,26,0,0
1,43,0,0,25
0,15,0,0,0
3,4,0,0,0
4,1,0,0,0
1,41,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,21,1,0,0
2,0,0,0,0
2,5,16,0,0
0,19,33,0,0
0,46,31,0,0
3,9,31,0,0
0,30,12,0,0
0,4,0,0,10
0,49,10,0,0
0,16,43,0,0
0,4,0,0,0
4,0,0,0,0
0,8,0,0,0
3,7,0,0,0
0,15,0,0,0
2,0,0,0,0
0,4,0,0,0
0,13,0,0,0
0,50,0,0,35
0,23,0,0,0
0,13,0,0,0
0,35,0,0,35
0,26,0,0,0
0,18,36,0,0
0,19,0,0,0
0,1,0,0,0
0,1,0,0,0
0,11,98,0,0
0,31,32,0,0
1,0,0,0,0
16,19,0,0,0
0,10,0,0,0
0,39,44,0,0
0,74,60,0,25
3,0,0,0,0
0,8,0,0,0
4,6,0,0,26
13,1,0,0,0
5,3,5,0,0
0,32,0,0,0
0,22,13,0,0
3,2,0,0,0
0,56,26,0,33
5,10,0,0,0
0,4,0,0,0
0,8,0,0,0
0,18,12,0,0
0,57,29,0,15
3,1,0,0,0
10,16,0,0,0
0,12,0,0,0
0,2,0,0,0
0,13,0,0,0
0,5,21,0,3
2,0,0,0,0
4,4,0,0,0
1,0,0,0,0
0,31,0,0,0
2,4,0,0,0
7,1,0,0,0
0,3,0,0,0
3,0,0,0,0
0,6,0,0,0
0,4,0,0,0
1,1,0,0,0
2,22,0,0,0
0,12,0,0,0
0,22,29,0,0
0,1,0,0,0
1,0,0,0,0
0,56,50,0,0
0,16,0,0,0
0,34,31,0,0
0,9,0,0,0
5,0,0,0,0
1,18,41,0,0
0,6,0,0,0
3,22,0,0,0
0,65,39,0,0
0,67,45,0,0
0,38,0,0,18
0,43,11,0,0
0,1,0,0,0
0,2,0,0,0
0,53,25,0,0
2,0,0,0,0
0,10,0,0,0
1,0,0,0,0
0,27,0,0,0
0,52,0,0,0
0,72,47,0,25
1,1,0,0,0
5,1,0,0,24
0,23,0,0,0
0,3,0,0,0
1,0,0,0,0
1,52,37,27,0
4,0,0,0,0
0,29,17,0,20
0,57,18,0,15
0,22,0,0,0
0,59,30,0,15
0,52,9,0,14
4,34,32,0,0
2,0,0,0,0
0,18,0,0,0
0,20,0,0,0
0,66,3,0,0
2,6,0,0,32
1,17,0,0,42
0,6,0,0,0
0,19,34,0,0
17,11,0,0,0
2,0,0,0,0
0,13,0,0,0
4,3,0,0,0
0,47,40,0,0
0,24,0,0,0
0,7,36,0,0
0,5,0,0,0
15,1,0,0,0
0,1,0,0,0
2,1,0,0,0
1,0,0,0,0
0,14,15,0,0
0,5,0,0,0
0,2,0,0,0
5,1,0,0,0
16,1,0,0,0
0,9,0,0,0
5,0,0,0,0
0,17,0,0,0
5,1,0,0,0
0,33,0,0,18
2,0,0,0,0
3,17,12,0,0
0,32,0,0,35
0,48,30,0,72
1,4,0,0,0
5,0,0,0,0
0,7,10,0,0
0,1,0,0,0
4,2,0,0,0
0,4,0,0,0
8,1,0,0,0
0,43,0,0,23
2,31,0,0,1
0,50,17,0,74
0,33,15,0,46
17,0,0,0,0
0,48,27,0,0
4,0,0,0,0
6,2,0,0,0
0,43,37,0,0
4,3,15,0,0
0,49,0,0,49
0,11,31,20,0
0,1,0,0,0
1,0,0,0,0
3,30,0,0,0
0,19,39,0,17
0,27,0,0,0
6,7,0,0,0
0,4,0,0,0
0,13,0,0,0
0,4,0,0,0
0,22,0,0,0
0,2,0,0,0
0,23,0,0,0
0,3,0,0,0
0,4,0,0,0
0,69,22,0,0
8,24,0,0,0
1,1,0,0,0
2,1,0,0,0
6,0,0,0,0
1,36,31,38,0
3,1,0,0,0
0,19,11,0,0
0,19,0,0,0
0,26,0,0,0
1,0,0,0,0
0,50,9,78,0
1,0,0,0,0
1,26,0,0,0
0,35,0,0,0
2,0,0,0,0
0,14,4,0,0
0,6,0,0,0
1,20,21,0,0
5,8,2,0,0
14,2,0,0,0
0,30,0,0,0
0,12,0,0,0
3,2,0,0,0
0,69,23,0,0
0,1,0,0,0
4,1,0,0,0
0,11,0,0,0
7,1,0,35,0
1,45,24,0,0
4,0,0,0,0
1,9,0,0,0
0,12,0,0,0
0,21,8,0,0
3,1,0,0,0
0,1,0,0,0
7,0,0,0,0
0,5,0,0,0
1,0,0,0,0
0,7,0,0,0
0,81,24,0,27
0,56,43,0,20
0,30,0,38,0
0,25,32,0,46
12,1,0,0,0
0,14,32,0,0
2,0,0,0,0
0,44,0,0,0
5,1,0,0,0
5,1,0,0,0
3,4,0,0,0
1,6,0,0,24
7,5,0,0,0
0,12,48,0,0
1,0,0,0,0
0,18,0,0,0
0,21,76,0,0
0,1,0,0,0
0,4,39,0,0
0,12,43,0,0
1,0,0,0,0
6,32,33,0,0
0,31,0,0,0
1,1,0,0,0
0,8,0,0,0
0,22,0,0,0
2,24,0,0,28
0,18,0,0,0
0,35,0,0,10
1,0,0,0,0
1,0,0,0,0
0,2,0,0,0
9,28,0,0,0
1,5,0,0,0
0,2,0,0,0
0,17,44,0,0
3,0,0,0,0
0,18,0,0,0
1,0,0,0,0
3,40,0,0,0
0,16,0,0,0
0,1,0,0,0
0,37,37,0,0
0,42,41,22,0
16,17,0,0,0
1,0,0,0,0
0,5,44,0,0
4,17,0,0,42
3,17,0,0,37
13,5,0,0,0
1,0,0,0,0
0,18,0,0,0
0,39,33,0,16
0,20,25,0,0
13,12,0,0,0
6,0,0,0,0
1,0,0,0,0
1,0,0,0,0
6,1,0,0,0
0,5,0,0,0
0,44,0,0,0
1,3,0,0,0
3,0,0,0,0
2,2,0,0,0
0,5,0,0,0
4,1,0,0,14
0,53,36,0,0
0,1,0,0,0
3,17,0,0,0
0,40,1,0,0
1,43,0,0,0
0,19,0,0,0
1,18,0,0,0
1,0,0,0,0
0,1,0,0,0
0,26,11,0,18
0,41,0,0,0
1,16,0,0,0
0,27,44,1,0
0,16,0,0,0
5,2,0,0,0
5,0,0,0,0
0,52,42,0,0
1,2,0,0,0
3,3,0,0,0
2,0,0,0,0
1,4,0,0,0
0,3,0,0,0
0,2,0,0,0
3,0,0,0,0
1,0,0,0,0
0,33,34,0,0
0,79,96,0,0
0,12,0,0,0
4,2,0,0,0
0,48,26,0,0
4,1,0,0,0
1,2,0,0,0
0,21,0,0,0
0,8,0,0,0
0,48,0,0,1
0,3,0,0,0
2,2,0,42,0
5,2,0,0,0
0,12,31,0,0
0,17,0,0,0
0,12,0,0,0
4,0,0,0,0
0,2,0,0,0
19,1,0,0,0
0,41,0,0,18
3,0,0,0,0
6,11,0,0,0
1,45,29,0,41
4,0,0,0,0
1,0,0,0,0
5,1,0,0,0
0,31,0,0,2
7,0,0,0,0
2,8,0,0,0
1,48,42,0,0
18,27,0,0,0
2,6,0,0,26
1,12,0,0,9
0,9,0,0,0
4,4,0,0,0
0,53,49,76,0
0,83,10,0,27
0,31,0,0,35
0,59,43,0,0
0,35,0,0,0
3,4,0,0,0
0,20,0,0,0
2,12,32,0,0
0,21,0,0,0
0,68,1,0,0
0,12,0,0,0
0,6,0,0,0
4,2,0,0,0
0,3,0,0,0
4,2,0,0,0
1,34,0,0,8
4,36,0,0,0
0,80,58,0,20
2,0,0,0,0
0,13,0,0,0
15,1,0,0,0
0,1,0,0,0
0,9,0,0,0
0,17,0,0,0
0,50,39,0,0
0,54,0,0,0
2,0,0,0,0
0,8,0,0,25
0,20,18,0,0
0,45,74,0,6
2,32,0,0,9
0,1,0,0,0
0,28,0,0,0
0,76,46,0,26
0,21,0,0,0
0,38,22,0,30
2,1,0,0,0
1,0,0,0,0
3,7,0,0,0
16,1,0,0,0
4,0,0,0,0
5,0,0,0,0
0,31,36,0,0
0,5,0,0,0
0,41,11,0,0
3,38,6,0,49
0,1,0,0,0
3,0,0,0,0
6,11,0,0,0
1,22,0,0,0
0,58,22,0,60
3,0,0,0,0
5,1,0,0,0
3,4,0,0,0
5,14,0,0,0
0,13,14,0,0
0,4,0,0,0
0,25,0,18,0
0,19,47,0,0
0,13,36,0,0
0,67,36,0,84
1,39,0,0,24
3,9,0,0,0
0,55,8,0,90
5,0,0,0,0
0,9,0,0,0
15,1,0,0,0
0,2,0,0,0
0,1,0,0,0
4,1,0,0,0
2,0,0,0,0
2,1,0,0,0
0,17,5,0,0
0,21,0,0,0
1,7,32,0,0
7,13,0,0,0
2,0,0,0,0
0,59,10,0,0
0,16,0,0,0
0,63,40,0,45
1,8,0,0,0
3,0,0,0,0
16,2,0,0,0
0,21,0,0,22
0,70,0,0,46
0,49,0,0,0
0,75,16,0,21
0,1,0,0,0
17,3,0,0,0
0,17,0,0,0
0,39,0,0,0
0,24,25,0,0
0,11,0,0,0
8,1,0,0,0
0,4,0,0,0
5,5,0,0,0
0,43,0,0,48
0,39,6,0,0
19,0,0,0,0
0,14,0,0,0
0,15,0,0,0
0,22,13,0,41
