,i1,i2,vx,vy,i1N,i2N,vxN,vyN
0,0.9121201936677658,0.9121201936677658,0.0,0.0,0.9121258989135704,0.9072705555392012,0.0868137331783712,0.020354225291154868
1,0.7361570153088108,0.7361570153088108,0.0,0.0,0.7081893421032401,0.7737527003187876,0.0773749029336955,0.005081273706981285
2,0.6821102535734467,0.6821102535734467,0.0,0.0,0.6553518019610649,0.5831392446981725,0.06146026976412895,0.002802556422111263
3,0.07837870953529082,0.07837870953529082,0.0,0.0,0.0516264453619658,0.1069429278479446,0.051685688453820114,-0.0015775047132997272
4,0.6004884031603525,0.6004884031603525,0.0,0.0,0.6566288967628144,0.6327431722618265,-0.015022332303906233,-0.04800703463587697
5,0.2081360240504779,0.2081360240504779,0.0,0.0,0.16436482944830416,0.18739748433977146,-0.035965989920256125,-0.05304717271801683
6,0.5206798974055238,0.5206798974055238,0.0,0.0,0.5433964875560016,0.546744302369035,-0.06877653229689402,-0.04178751278012063
7,0.4469951644758671,0.4469951644758671,0.0,0.0,0.40708775541048525,0.3999145361936001,-0.14111139678248827,-0.048255358137144884
8,0.8232610876780287,0.8232610876780287,0.0,0.0,0.8535052493827027,0.8811171990841138,0.0017491974156095462,0.0824597815748492
9,0.626061823976255,0.626061823976255,0.0,0.0,0.5478349422628319,0.6083761442156428,0.0689714969056457,0.05697042736770754
10,0.744447607428044,0.744447607428044,0.0,0.0,0.7788974219753603,0.6694570737686186,0.014057648094109537,0.016946507609308725
11,0.7726291575341622,0.7726291575341622,0.0,0.0,0.7824231364786255,0.6790628848843647,-0.0015146632862842618,0.05593566339441431
12,0.694589865251719,0.694589865251719,0.0,0.0,0.7137621499752437,0.6760728166150382,-0.012624777346347715,0.09747857325800992
13,0.9716839548068512,0.9716839548068512,0.0,0.0,0.9542446845431344,1.0508274249879408,-0.006620080510212172,0.04161055272437216
14,0.06977519722179286,0.06977519722179286,0.0,0.0,0.005393967709458575,-0.017126902961328835,0.01201880797471364,0.024654851035685436
15,0.24480501434058186,0.24480501434058186,0.0,0.0,0.22078853875274512,0.31645601027789877,-0.04427976098507283,0.0038781905140117083
16,0.6903110964644287,0.6903110964644287,0.0,0.0,0.7038970217819178,0.7141794721671377,-0.018707381435746573,0.01901344872494755
17,0.3549827292351903,0.3549827292351903,0.0,0.0,0.24818861666526884,0.33965124625653026,0.12101501540131095,0.006030947745452239
18,0.007740614008037659,0.007740614008037659,0.0,0.0,0.04811050054323784,-0.0015177322005815504,0.07398516249770877,-0.018503140693792667
19,0.1737334812869008,0.1737334812869008,0.0,0.0,0.20313101730146316,0.12816142319106794,0.05652292103393204,-0.03195853998676329
20,0.40192245850429054,0.40192245850429054,0.0,0.0,0.4528214663371946,0.43634982005134504,0.03374582437250864,-0.03160060645705165
21,0.5716815258244432,0.5716815258244432,0.0,0.0,0.5484031684957881,0.440514449391219,-0.02092769333417848,-0.08891482513745673
22,0.3301475072885619,0.3301475072885619,0.0,0.0,0.30526010923369196,0.31140029908542516,-0.09056809336174086,-0.05953741708505794
23,0.8220651297932794,0.8220651297932794,0.0,0.0,0.8154109507636421,0.8381109730274655,0.017238562105647854,0.009460795941707565
24,0.32327511036921064,0.32327511036921064,0.0,0.0,0.33725471775481025,0.4116752943740307,0.050640552485407095,-0.02759667046266078
25,0.8245355099553874,0.8245355099553874,0.0,0.0,0.8707930669828803,0.8262866774024897,-0.021426728320055044,-0.01816051339612123
26,0.2984672986429498,0.2984672986429498,0.0,0.0,0.3079262289855895,0.26798033136231636,-0.05958750149782843,0.04955623426931344
27,0.8748756525455395,0.8748756525455395,0.0,0.0,0.8776865915765515,0.9696264134452166,-0.0728226357114617,0.04285656187420452
28,0.31771059255940404,0.31771059255940404,0.0,0.0,0.3550882661505876,0.34915410384017315,-0.027986860173717067,0.0226254883057384
29,0.37816798192363604,0.37816798192363604,0.0,0.0,0.31680336342738685,0.40324899660710295,-0.005851327549252431,-0.014238749621775532
30,0.5155892430411602,0.5155892430411602,0.0,0.0,0.5648525045624766,0.5399149556657546,0.062265468111162854,-0.045216298157076305
31,0.38801540219598235,0.38801540219598235,0.0,0.0,0.29858914482996635,0.4232955472338951,0.07677443747134499,-0.23097455621652538
32,0.6340766929248705,0.6340766929248705,0.0,0.0,0.7380241335769842,0.6130716677122381,0.07788823873038012,-0.29166578185146136
33,0.921142057944621,0.921142057944621,0.0,0.0,0.9121255246815005,0.8677722052810597,-0.003653197505684179,-0.029528896830214188
34,0.5623122316609659,0.5623122316609659,0.0,0.0,0.648004239688335,0.48720236052321836,-0.18792572594704157,0.0045063925170639
35,0.02659122134865784,0.02659122134865784,0.0,0.0,0.001881556671958804,0.06268677293369987,-0.08196969591883736,-0.007201904785406169
36,0.026139075414342374,0.026139075414342374,0.0,0.0,0.03982509581485785,-0.028575850113537037,-0.0499504529619757,-0.014757772726180427
37,0.6970612293561275,0.6970612293561275,0.0,0.0,0.6620960447512241,0.7513350623526572,-0.054062189451179125,-0.015743423627582524
38,0.06348081867372656,0.06348081867372656,0.0,0.0,0.05843172512166953,0.0704609663690632,-0.03358548584104642,-0.05656683786444469
39,0.051645836351274434,0.051645836351274434,0.0,0.0,0.12269222377163,0.11048036210756636,0.02894338032651041,-0.05343579436165787
40,0.3488125118188618,0.3488125118188618,0.0,0.0,0.40354882048741947,0.31259767366510255,0.0894419574963889,-0.10810093950045836
41,0.8438152609597032,0.8438152609597032,0.0,0.0,0.8523777042350039,0.7756048231373145,0.1136511137100723,-0.049671841168316806
42,0.2097561528020334,0.2097561528020334,0.0,0.0,0.2180879623325286,0.2247075992726278,0.010042497194452929,0.0015657074759401195
43,0.9295712005950376,0.9295712005950376,0.0,0.0,0.8484795743551616,0.8626532175783431,-0.004854743816843219,0.02409327844687582
44,0.11897981172380029,0.11897981172380029,0.0,0.0,0.09687782252645687,0.1022584700886911,-0.01995127603319592,-0.011133627091348186
45,0.5041020873487471,0.5041020873487471,0.0,0.0,0.4560880599689356,0.5089956389364262,-0.08100976025772916,-0.025765559762911328
46,0.9786490173910972,0.9786490173910972,0.0,0.0,1.0014467482319163,1.0007185839784523,-0.040496916988436715,0.038652465943919904
47,0.9845301997775818,0.9845301997775818,0.0,0.0,1.0269617149219035,0.9574350043676307,0.0028068010027085,0.07729516796611528
48,0.03994209740308211,0.03994209740308211,0.0,0.0,0.05390605864878198,0.0028101197975029593,0.00034178848352157715,0.059226892694757824
49,0.8472151471521776,0.8472151471521776,0.0,0.0,0.8747562029816603,0.8543479324492046,-0.003980997164728148,-0.005412102376614986
50,0.5197691393642543,0.5197691393642543,0.0,0.0,0.5119929706720777,0.5641175317256506,0.05261603341142044,0.007855238285423106
51,0.6974184949404646,0.6974184949404646,0.0,0.0,0.7094919251291957,0.6760953559044415,0.010287901356184613,-0.047873331366846184
52,0.15466511489575036,0.15466511489575036,0.0,0.0,0.15882059636583742,0.22265750115887462,-0.05867062370728327,-0.04815305584376726
53,0.8991094501219268,0.8991094501219268,0.0,0.0,0.8868909054400278,0.9434256183487351,-0.00874430468002455,0.08906707308106489
54,0.8272610613271878,0.8272610613271878,0.0,0.0,0.8634902825105277,0.8341223063830014,0.05197823744234151,0.1687659040296954
55,0.6686257494933092,0.6686257494933092,0.0,0.0,0.6376688402707853,0.6358375184704491,0.03975058936832055,0.18799063151801837
56,0.28837498663383304,0.28837498663383304,0.0,0.0,0.36509800152294547,0.28393304320510754,-0.09945147719829156,0.1600009991279944
57,0.013598094234987207,0.013598094234987207,0.0,0.0,0.0683954785557701,-0.010784597678020003,-0.11758821832093198,0.09713045369060079
58,0.4524402261955851,0.4524402261955851,0.0,0.0,0.4691690160193659,0.42686255048450145,0.20676752438778317,0.19293752663385524
59,0.7492322929898427,0.7492322929898427,0.0,0.0,0.6887722028295592,0.7464141136777881,0.0730413462845974,0.026269174554785724
60,0.09019010331956209,0.09019010331956209,0.0,0.0,0.00954451384804618,0.0339152010624335,0.030394159499555564,-0.047012630196193096
61,0.3706542185371063,0.3706542185371063,0.0,0.0,0.4067241840923339,0.37094739375195035,0.044433508781594,-0.044358939850348465
62,0.7914064255503036,0.7914064255503036,0.0,0.0,0.7251348688995697,0.7211662492025644,0.025485098919919166,-0.06920954405836797
63,0.45392712878711855,0.45392712878711855,0.0,0.0,0.4160257187601419,0.4652690889195116,0.08732518336568186,-0.08665403244417982
64,0.004094974139749526,0.004094974139749526,0.0,0.0,0.0658312022820282,0.03977410733407005,0.07824783324521391,0.01442184106985509
65,0.590956295184305,0.590956295184305,0.0,0.0,0.6712798707187303,0.6167383223903419,0.052984458853064194,-0.0016796224519241934
66,0.22703180891789115,0.22703180891789115,0.0,0.0,0.20504831855402642,0.308568605436938,0.05379159373192159,-0.015468058569736825
67,0.31097115963276994,0.31097115963276994,0.0,0.0,0.2702702976603014,0.34733112069729627,0.05024532634657447,-0.0467681572782355
68,0.40859191604358697,0.40859191604358697,0.0,0.0,0.3882305822640497,0.37466304178429727,-0.01662385001207891,-0.06839520575428955
69,0.14215621638212178,0.14215621638212178,0.0,0.0,0.20164444276457474,0.14830474132158467,-0.040571775687872645,-0.049895589202596825
70,0.06703569463781812,0.06703569463781812,0.0,0.0,0.04976685574772255,0.08428602810245614,-0.08870864190021988,-0.035110064564876815
71,0.6477293458989493,0.6477293458989493,0.0,0.0,0.6169321354814101,0.7510077974663033,-0.1772346842319344,-0.03725156850266839
72,0.5491006046296566,0.5491006046296566,0.0,0.0,0.4134070441249904,0.5586003334843024,-0.06481772513751784,0.07974921374214262
73,0.22107556891677696,0.22107556891677696,0.0,0.0,0.15944284003612913,0.19956547840253375,0.01572860224838343,0.09535859106398764
74,0.9309380431337925,0.9309380431337925,0.0,0.0,0.8413888322613765,1.0427874209204737,-0.035001021284565774,0.12840521818584266
75,0.5782506766627779,0.5782506766627779,0.0,0.0,0.5657886224799057,0.5724383290160977,-0.041785018209137395,0.13233058287032204
76,0.9718652856405197,0.9718652856405197,0.0,0.0,0.9808656565278104,0.8634892090056714,0.007557271462408666,0.025288029443674805
77,0.09222843874815313,0.09222843874815313,0.0,0.0,0.09803907826029738,0.1503846862361763,-0.013418318402706277,0.02188211792077688
78,0.7117397066726069,0.7117397066726069,0.0,0.0,0.6888350319753406,0.7398825160498289,-0.006341313255034219,0.019016180921473433
79,0.4378760221590642,0.4378760221590642,0.0,0.0,0.4857858859605349,0.4463404762426353,-0.03596271809798711,-0.0007156447504794367
80,0.058598277651983444,0.058598277651983444,0.0,0.0,-0.028836331612534405,-0.020126438448530487,-0.010944484452057998,0.005194264488499286
81,0.19473025584348025,0.19473025584348025,0.0,0.0,0.23386004703100877,0.21640309360274787,0.07593344076500874,0.0065780964693684645
82,0.09649963308894058,0.09649963308894058,0.0,0.0,0.07285566123267563,0.06690364415999536,0.023541736016400822,0.02051521841909053
83,0.9386199889418763,0.9386199889418763,0.0,0.0,0.9632425170852403,1.0233941769734831,-0.0020822579998120098,0.03391773315588201
84,0.11076008161099632,0.11076008161099632,0.0,0.0,0.14797201631955548,0.04673664511058008,-0.010980488349584795,0.021462719685148617
85,0.25140453141713726,0.25140453141713726,0.0,0.0,0.26708070494845537,0.3485232054595497,-0.026986678916103395,-0.03576411820135735
86,0.7891549988599285,0.7891549988599285,0.0,0.0,0.7036646874802189,0.8208329620317876,-0.05229031732362145,-0.01774706331117339
87,0.4486364356468601,0.4486364356468601,0.0,0.0,0.46828481177959713,0.44631674523229836,0.007270188188531851,0.03417247507754099
88,0.28477997532336974,0.28477997532336974,0.0,0.0,0.2869192224729841,0.39711409120963775,0.02406605029405122,0.04205274565638746
89,0.9683158201949279,0.9683158201949279,0.0,0.0,1.0039818703251573,0.9436463952545644,-0.027442566045591678,0.03946482011864774
