x,y,label
0.47477307045843176,-0.04502166662615535,1
-0.9931577334325873,0.05311819847770723,2
0.36537108328759227,-0.006382625408880203,1
0.3315124291915687,0.007433094483924604,1
-0.0009431865645937029,-0.46826092058889385,2
0.750379737496445,0.27135227348231733,2
0.5169104097542694,-0.3912972818123518,2
0.36299498735417335,0.0018808524853207694,1
-0.5236239197270321,-0.9212504975952097,2
0.4022548723278824,-0.005112195991732491,1
0.3827739116453959,0.004170575414313985,1
0.35711320082131376,-0.3761704724100626,2
-0.9767982792754997,0.003745250875788515,2
0.5455280114770621,0.5635403171480737,2
0.3426361344731054,0.018211095989879262,1
1.27228493146178,-0.38496195464296323,2
0.4049664680853147,0.006698992460780866,1
0.32745467001154155,0.028679426561847035,1
0.38396931389199146,0.01960913387367926,1
-0.13507412699675947,-0.43421850051278893,2
-0.03206891476619662,-0.5145738506982487,2
-0.0005693497508126632,-0.5358907016315712,2
0.37055325403733136,-0.5137353929521474,2
0.3765869438102029,0.025062148470047448,1
-1.02727662353112,-0.08830469014288012,2
0.4496556507750917,0.01444033361118277,1
-0.048932371292396935,-1.1724845926692709,2
0.7955018091496009,-0.9767498201500049,2
0.3105627015554704,0.04506705137357182,1
0.36628141750731086,0.03834692773618755,1
0.3048130584494119,0.05225507620947375,1
0.5072123362398586,-0.4083535527338077,2
-0.15165614737837418,-1.176404437822808,2
0.43494299140615234,0.03506891637532604,1
0.2969713272073354,0.059500579162366805,1
0.6252848210252755,0.4154768710125618,2
0.30534438841624145,0.06134522295096974,1
-0.13898095756642867,-0.4079521974402163,2
0.3394190975930635,0.06017070984691326,1
-0.438856497591249,-1.1640878332398072,2
-0.750736037932876,0.4872785331487635,2
0.32545204888857115,0.06517655491853495,1
0.3174196558858208,0.0692802713407564,1
0.2808864803878352,0.07587976271378766,1
0.38858784798984874,0.06975725224376383,1
0.2595819387086947,0.08307191903759888,1
0.35382128154761694,0.07978988043939801,1
-0.7240273959207766,0.5554142992601802,2
0.3491143335437815,0.0836155948110278,1
-0.24874177051562368,-0.3246876732556061,2
0.3178451501238373,0.6942518858752511,2
-0.9702867020784018,0.30405517530698173,2
0.7017816720175365,-0.1776435845169428,2
0.3701734385701827,0.08626570187368482,1
